Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,wc2.1_2.5m_bio_1 contribution,wc2.1_2.5m_bio_11 contribution,wc2.1_2.5m_bio_13 contribution,wc2.1_2.5m_bio_15 contribution,wc2.1_2.5m_bio_16 contribution,wc2.1_2.5m_bio_18 contribution,wc2.1_2.5m_bio_2 contribution,wc2.1_2.5m_bio_4 contribution,wc2.1_2.5m_bio_6 contribution,wc2.1_2.5m_bio_7 contribution,wc2.1_2.5m_bio_1 permutation importance,wc2.1_2.5m_bio_11 permutation importance,wc2.1_2.5m_bio_13 permutation importance,wc2.1_2.5m_bio_15 permutation importance,wc2.1_2.5m_bio_16 permutation importance,wc2.1_2.5m_bio_18 permutation importance,wc2.1_2.5m_bio_2 permutation importance,wc2.1_2.5m_bio_4 permutation importance,wc2.1_2.5m_bio_6 permutation importance,wc2.1_2.5m_bio_7 permutation importance,Training gain without wc2.1_2.5m_bio_1,Training gain without wc2.1_2.5m_bio_11,Training gain without wc2.1_2.5m_bio_13,Training gain without wc2.1_2.5m_bio_15,Training gain without wc2.1_2.5m_bio_16,Training gain without wc2.1_2.5m_bio_18,Training gain without wc2.1_2.5m_bio_2,Training gain without wc2.1_2.5m_bio_4,Training gain without wc2.1_2.5m_bio_6,Training gain without wc2.1_2.5m_bio_7,Training gain with only wc2.1_2.5m_bio_1,Training gain with only wc2.1_2.5m_bio_11,Training gain with only wc2.1_2.5m_bio_13,Training gain with only wc2.1_2.5m_bio_15,Training gain with only wc2.1_2.5m_bio_16,Training gain with only wc2.1_2.5m_bio_18,Training gain with only wc2.1_2.5m_bio_2,Training gain with only wc2.1_2.5m_bio_4,Training gain with only wc2.1_2.5m_bio_6,Training gain with only wc2.1_2.5m_bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Umbilicaria_decussata,101,0.3551,0.4552,500,0.7570,3662,0.6388,1.0932,18.0802,12.5318,18.0149,27.6195,13.6206,6.2097,0.0389,2.1525,6.5243,7.1547,6.6219,4.0257,32.2328,20.1867,14.8659,2.3100,0.1544,5.9237,0.3523,0.3499,0.3428,0.3427,0.3359,0.3253,0.3338,0.3644,0.3536,0.3522,0.1579,0.1591,0.1458,0.1590,0.1541,0.1496,0.2209,0.1624,0.1758,0.2098,7.8775,0.4382,1.0000,0.1193,0.8979,0.0000,5.0000,0.2150,0.7477,0.0297,10.0000,0.3154,0.6292,0.0594,1.4023,0.1212,0.8951,0.0000,14.4358,0.3515,0.5530,0.0891,35.4309,0.5897,0.3261,0.3267,20.3376,0.4746,0.4675,0.1287,1.4023,0.1212,0.8951,0.0000,6.2488,0.2331,0.7193,0.0297
