Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,wc2.1_2.5m_bio_13 contribution,wc2.1_2.5m_bio_14 contribution,wc2.1_2.5m_bio_16 contribution,wc2.1_2.5m_bio_4 contribution,wc2.1_2.5m_bio_8 contribution,wc2.1_2.5m_bio_9 contribution,wc2.1_2.5m_bio_13 permutation importance,wc2.1_2.5m_bio_14 permutation importance,wc2.1_2.5m_bio_16 permutation importance,wc2.1_2.5m_bio_4 permutation importance,wc2.1_2.5m_bio_8 permutation importance,wc2.1_2.5m_bio_9 permutation importance,Training gain without wc2.1_2.5m_bio_13,Training gain without wc2.1_2.5m_bio_14,Training gain without wc2.1_2.5m_bio_16,Training gain without wc2.1_2.5m_bio_4,Training gain without wc2.1_2.5m_bio_8,Training gain without wc2.1_2.5m_bio_9,Training gain with only wc2.1_2.5m_bio_13,Training gain with only wc2.1_2.5m_bio_14,Training gain with only wc2.1_2.5m_bio_16,Training gain with only wc2.1_2.5m_bio_4,Training gain with only wc2.1_2.5m_bio_8,Training gain with only wc2.1_2.5m_bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Usnea_antarctica,111,0.3639,0.4553,500,0.7481,3654,34.2013,12.8281,3.3125,5.2104,9.2011,35.2466,6.1119,5.6904,18.6969,21.4654,32.2986,15.7369,0.3631,0.3520,0.3612,0.3349,0.3159,0.2674,0.1681,0.1450,0.1564,0.1456,0.1449,0.1345,7.8436,0.4346,1.0000,0.1653,0.8500,0.0090,5.0000,0.2687,0.7430,0.0360,10.0000,0.3296,0.6467,0.0721,0.1490,0.0470,0.9070,0.0000,11.9169,0.3630,0.6147,0.0991,40.8223,0.5738,0.3194,0.3243,38.1727,0.5551,0.3413,0.2613,1.6176,0.1654,0.8333,0.0090,7.3021,0.3039,0.6976,0.0631
