"species","x","y","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19"
"Acarospora gwynnii",-2373126.50386733,1542304.36752783,-7.17159938812256,6.59687852859497,32.9797477722168,532.4150390625,1.95528376102448,-18.0628051757812,20.0180892944336,-9.58133983612061,-7.61113595962524,-0.631822645664215,-13.5910301208496,131.337310791016,33.0851097106934,2.29309296607971,81.2628631591797,53.6566505432129,15.1687793731689,46.2346725463867,48.4150924682617
"Acarospora gwynnii",-2445421.3658215,1457127.45448814,-6.61210298538208,4.7921667098999,30.1007709503174,416.222412109375,0.657407462596893,-15.2631149291992,15.920521736145,-11.2038326263428,-2.22129011154175,-1.64985287189484,-11.960132598877,327.503784179688,40.5691413879395,5.24825429916382,40.5796241760254,113.112579345703,37.8562660217285,39.8562660217285,98.5769958496094
"Acarospora gwynnii",-2443122.76353586,1536655.01720342,-6.43289947509766,5.7619423866272,33.2818832397461,441.772827148438,1.59717202186584,-15.7165870666504,17.3137588500977,-11.1120185852051,-1.14539897441864,-1.04572033882141,-11.8756895065308,420.542907714844,48.3152847290039,21.6571884155273,24.6221294403076,134.472930908203,82.1189422607422,82.1220550537109,114.835784912109
"Acarospora gwynnii",-2451124.27523191,1525607.39458483,-5.74264335632324,5.43378353118896,32.9042053222656,422.151794433594,1.87796330451965,-14.6357698440552,16.5137329101562,-10.2795743942261,-1.02498126029968,-0.59477972984314,-10.9758205413818,427.326141357422,48.3311195373535,17.5855178833008,29.6198310852051,139.403350830078,71.0989379882812,71.5539855957031,116.331550598145
"Acarospora gwynnii",-2216887.17336505,945305.849255676,-8.99678993225098,6.67304134368896,33.17626953125,472.127349853516,0.385779768228531,-19.7297973632812,20.1155776977539,-7.92570686340332,-3.9538471698761,-3.05508518218994,-14.7968282699585,249.040069580078,42.4195976257324,1,56.1902198791504,105.78783416748,16.9186897277832,26.4596691131592,65.7130737304688
"Acarospora gwynnii",-2278379.50582039,1189084.43868482,-5.58371210098267,4.70996236801147,28.2378940582275,415.121246337891,2.57278084754944,-14.112078666687,16.6848583221436,-10.2259864807129,-0.885943710803986,-0.237930431962013,-10.4521799087524,432.417877197266,54,8.92076301574707,42.186897277832,145.718460083008,39.4720001220703,48.6742973327637,133.718460083008
"Acarospora gwynnii",-2285173.99325334,1187653.05848885,-6.43732309341431,5.13796901702881,28.0906219482422,467.999481201172,2.61578440666199,-15.6752471923828,18.2910308837891,-7.64709377288818,-1.18331062793732,-0.431758761405945,-11.9374599456787,451.141815185547,55.7885322570801,8.80375385284424,41.5082626342773,150.466781616211,41.1262092590332,53.1185874938965,137.982986450195
"Acarospora gwynnii",-2453029.60954493,1190328.37000344,-4.70091247558594,5.00588417053223,33.8432273864746,349.728454589844,1.81745028495789,-12.9731016159058,14.7905521392822,-3.58776903152466,-1.45145976543427,-0.546537816524506,-9.1748514175415,791.266235351562,86.7236557006836,24.782922744751,30.2770862579346,248.512542724609,107.358039855957,128.053863525391,228.413528442383
"Acarospora gwynnii",-2524400.3517855,1289211.20212553,-2.91357755661011,4.31997489929199,29.6266574859619,365.247619628906,3.45098829269409,-11.1304035186768,14.581392288208,-0.237001419067383,0.572019457817078,1.29623436927795,-7.68943405151367,1081.80712890625,118.607467651367,41.3024597167969,26.7418060302734,317.061767578125,165.696334838867,191.230911254883,289.172882080078
"Acarospora gwynnii",-1843636.30888502,735275.223204422,-7.49151039123535,6.0618782043457,29.2166576385498,521.365844726562,3.62491655349731,-17.3810062408447,21.0059223175049,-8.22370338439941,-1.15283834934235,-0.361026585102081,-13.2326135635376,204.146713256836,33.5491256713867,0,63.1899566650391,94.2668075561523,5.89325046539307,14.6327266693115,52.6711463928223
"Acarospora gwynnii",-1824322.31380591,915125.391132192,-23.3919792175293,7.68014907836914,30.1185340881348,631.399353027344,-8.9332389831543,-34.4310913085938,25.4978523254395,-22.2370548248291,-15.1238193511963,-14.6428089141846,-29.9733867645264,71.673942565918,15.08824634552,0,88.0493850708008,32.2349815368652,1.87819182872772,4.71808624267578,27.9758625030518
"Acarospora gwynnii",-1828899.92587262,921148.638930652,-24.2762279510498,7.92950963973999,30.9346485137939,629.38720703125,-9.58381748199463,-35.2168846130371,25.6330680847168,-30.1439685821533,-16.0086460113525,-15.5507402420044,-30.8017082214355,70.4598541259766,15.9785919189453,0,92.8827972412109,32.0194969177246,1.01113057136536,4.01113080978394,29.9538478851318
"Acarospora gwynnii",-1831378.57926922,925541.658836521,-22.3100566864014,7.53354215621948,29.6379280090332,635.436767578125,-7.957200050354,-33.3744087219238,25.4172077178955,-21.1150054931641,-14.0038261413574,-13.5311737060547,-28.9481563568115,73.475830078125,15.4667997360229,0,87.8193054199219,32.9336013793945,1.02372395992279,4.02372407913208,28.5139923095703
"Acarospora gwynnii",-1829065.48670721,965665.996476289,-18.6921539306641,6.62585258483887,26.4735298156738,666.887329101562,-4.52109861373901,-29.5477046966553,25.0266056060791,-20.5083618164062,-9.91019821166992,-9.48655986785889,-25.5605983734131,84.1353912353516,17.4579010009766,0,76.8273773193359,34.5718841552734,2,5.67946577072144,30.6560802459717
"Acarospora gwynnii",-1827167.04297676,981300.933167259,-16.1640491485596,6.08379411697388,24.4528636932373,693.771118164062,-2.04090547561646,-26.9199695587158,24.8790626525879,-18.9968738555908,-7.00246429443359,-6.62904214859009,-23.2580013275146,93.6051406860352,19.5435886383057,0,72.4727096557617,37.6380805969238,2.34954690933228,6.01901769638062,32.9480400085449
"Acarospora gwynnii",-1842435.54264249,953868.732070356,-19.958854675293,6.95159578323364,27.8747539520264,646.962829589844,-5.88005495071411,-30.8173542022705,24.9372997283936,-18.812126159668,-11.4930963516235,-11.0320053100586,-26.7178611755371,82.9590225219727,16.5494289398193,0,78.8886489868164,34.6482887268066,2.2610011100769,5.79671669006348,30.850715637207
"Acarospora gwynnii",-1841044.00125363,973481.323003556,-15.8751153945923,6.1799898147583,25.1435165405273,675.350341796875,-2.00656771659851,-26.5862731933594,24.5797061920166,-18.4710235595703,-7.01448583602905,-6.59710454940796,-22.8615856170654,99.5464859008789,19.4663486480713,0,71.4321746826172,40.970874786377,2.70819997787476,5.78791570663452,33.2884941101074
"Acarospora gwynnii",-1856652.05928706,948818.577111815,-20.3243198394775,7.12430572509766,28.9655838012695,631.393249511719,-6.42932033538818,-31.0250568389893,24.5957374572754,-19.0594520568848,-12.1077165603638,-11.6057844161987,-26.9548778533936,84.3954544067383,17,0,81.8087997436523,35.7449607849121,2,5,30.991361618042
"Acarospora gwynnii",-1846813.77083683,969202.978955847,-17.3608112335205,6.41769742965698,26.2193202972412,660.002014160156,-3.53435134887695,-28.0100173950195,24.4756679534912,-19.8334846496582,-8.72131633758545,-8.28460121154785,-24.2368831634521,92.9469146728516,18.3946418762207,0,73.8697662353516,38.5116996765137,2.55119967460632,5.3743748664856,32.1484336853027
"Acarospora gwynnii",-1840544.78595043,991030.017111752,-14.6952304840088,5.69101905822754,23.1477489471436,702.452941894531,-0.758418440818787,-25.3437328338623,24.5853137969971,-17.5742073059082,-5.45391941070557,-5.06746673583984,-21.8824138641357,106.174522399902,20.5355072021484,0,69.188362121582,43.3312873840332,2.1635160446167,6.52585506439209,36.0401229858398
"Acarospora gwynnii",-1995129.70381721,1012707.27824026,-17.2506561279297,6.76188564300537,29.8479862213135,569.949462890625,-5.07269144058228,-27.727331161499,22.6546401977539,-15.6115837097168,-10.0739593505859,-9.49387073516846,-23.4935855865479,133.627105712891,23.0874938964844,0,68.0008163452148,53.7021751403809,6,11.7748050689697,46
"Acarospora gwynnii",-2003730.89476826,1016540.14871756,-16.7950897216797,6.68113803863525,29.6671142578125,567.673828125,-4.69831562042236,-27.219144821167,22.5208282470703,-15.126353263855,-9.65604114532471,-9.07383728027344,-23.0219440460205,142.232543945312,24,0.65599113702774,63.259391784668,55.8676490783691,9.53173351287842,14.9836797714233,46.7095375061035
"Acarospora gwynnii",-2017317.73824267,999476.775748661,-15.7740173339844,6.70539999008179,30.280834197998,550.292663574219,-4.10550022125244,-26.2484798431396,22.1429805755615,-16.4095878601074,-8.9659948348999,-8.3301944732666,-21.9086799621582,151.801727294922,26.491849899292,0,65.5760498046875,62.1208152770996,7.41664981842041,12.443959236145,49.6016578674316
"Acarospora gwynnii",-2174210.09421259,1014320.23249259,-11.3735466003418,6.42731332778931,31.8761119842529,484.970825195312,-1.46248722076416,-21.623706817627,20.1612186431885,-9.64186954498291,-5.85562467575073,-5.05578756332397,-17.1219520568848,268.25927734375,41.1404762268066,3.91071796417236,48.1395263671875,103.375717163086,24.2476596832275,34.7686500549316,75.3413467407227
"Acarospora gwynnii",-1432436.10393814,532517.019414768,-19.5625648498535,7.67306756973267,29.1720600128174,645.628784179688,-4.76785659790039,-31.0708045959473,26.3029479980469,-21.5691986083984,-11.17591381073,-10.660174369812,-26.5659790039062,102.951950073242,22,0,81.1660766601562,53.4238700866699,1,5.29524850845337,29.2300090789795
"Acarospora gwynnii",-1435320.22391726,539972.909426751,-19.4891300201416,7.66115188598633,29.1060009002686,651.307434082031,-4.6564154624939,-30.9779930114746,26.3215789794922,-21.5683631896973,-11.0235691070557,-10.4994449615479,-26.5209789276123,103.22541809082,22.5353221893311,0,80.7833023071289,53.5353240966797,1.08261597156525,5.65188598632812,28.7344703674316
"Acarospora gwynnii",-1437416.52240629,534471.891835608,-19.56667137146,7.69806241989136,29.3034782409668,643.172058105469,-4.80366039276123,-31.0737953186035,26.270133972168,-21.5525493621826,-11.2261190414429,-10.6977605819702,-26.5490303039551,103.841323852539,22,0,81.3793563842773,54.1198616027832,1,5,29.235860824585
"Acarospora gwynnii",-1476873.41232515,489863.952456931,-17.7042503356934,7.59081220626831,29.2256259918213,629.9140625,-3.36195254325867,-29.3348960876465,25.9729442596436,-19.406759262085,-9.68948841094971,-9.10649681091309,-24.7776012420654,155.669692993164,31,0,75.7858200073242,78.2354278564453,2,8,43.1447563171387
"Acarospora gwynnii",-1519355.57878751,474706.796747827,-17.6206302642822,7.54194021224976,29.518985748291,625.2802734375,-3.45352005958557,-29.002462387085,25.5489444732666,-19.3268299102783,-9.64128494262695,-9.09060096740723,-24.6267375946045,190.716888427734,35.7846069335938,0,71.8614654541016,91.1103820800781,4,12.8616762161255,52.6738243103027
"Acarospora gwynnii",-1530796.803483,524891.065561778,-18.2493839263916,7.82525253295898,30.751184463501,602.83935546875,-4.23378419876099,-29.680814743042,25.4470310211182,-19.8360271453857,-10.6394567489624,-10.024920463562,-25.0456638336182,141.706298828125,29.2410125732422,0,80.4670715332031,73.2410125732422,1.05500876903534,6.22824096679688,40.1820411682129
"Acarospora gwynnii",-1527357.3934783,578134.509300492,-20.0625476837158,7.86811971664429,30.7465019226074,614.825073242188,-5.73064088821411,-31.3209342956543,25.5902938842773,-21.8377704620361,-12.1764869689941,-11.5839214324951,-26.7884578704834,99.7736206054688,22.499153137207,0,86.9856491088867,54.499153137207,0,4,28.2744636535645
